swedish,"Jag har en fråga, vad måste jag göra för att ringa kundsupport?",CONTACT,contact_customer_service,"g har en fråga, vad måste jag göra för att ringa kundsupport?","g har en fråga, vad måste jag göra för att ringa kundsuppor",,
swedish,"Jag har inget användarkonto, hjälp mig att öppna ett",ACCOUNT,create_account,"g har inget användarkonto, hjälp mig att öppna ett","g har inget användarkonto, hjälp mig att öppna e",,
swedish,Kan du ge mig information om e-post till kundtjänsten?,CONTACT,contact_customer_service,n du ge mig information om e-post till kundtjänsten?,n du ge mig information om e-post till kundtjänste,,
swedish,"Jag har problem med att betala för min beställning, kan du informera mig om det?",PAYMENT,payment_issue,"g har problem med att betala för min beställning, kan du informera mig om det?","g har problem med att betala för min beställning, kan du informera mig om de",,
swedish,"Fråga Alexa hur jag kan ta bort mitt konto, tack.",ACCOUNT,delete_account,"åga Alexa hur jag kan ta bort mitt konto, tack.","åga Alexa hur jag kan ta bort mitt konto, tac",,
swedish,"Jag förlorade mitt kontolösenord, hur kan jag hämta det?",ACCOUNT,recover_password,"g förlorade mitt kontolösenord, hur kan jag hämta det?","g förlorade mitt kontolösenord, hur kan jag hämta de",,
swedish,Kan du få en räkning?,INVOICES,get_invoice,n du få en räkning?,n du få en räknin,,
swedish,Berätta om jag kan skapa mer än ett användarkonto med samma e-postadress,ACCOUNT,create_account,rätta om jag kan skapa mer än ett användarkonto med samma e-postadress,rätta om jag kan skapa mer än ett användarkonto med samma e-postadre,,
swedish,Jag vill veta om jag kan ha mer än ett användarkonto,ACCOUNT,create_account,g vill veta om jag kan ha mer än ett användarkonto,g vill veta om jag kan ha mer än ett användarkon,,
swedish,"Jag har ett problem att betala för min online order, vad kan jag göra för att informera om det?",PAYMENT,payment_issue,"g har ett problem att betala för min online order, vad kan jag göra för att informera om det?","g har ett problem att betala för min online order, vad kan jag göra för att informera om de",,
swedish,"Jag är missnöjd med tjänsten, hur kan jag lämna in en anmälan?",FEEDBACK,complaint,"g är missnöjd med tjänsten, hur kan jag lämna in en anmälan?","g är missnöjd med tjänsten, hur kan jag lämna in en anmäla",,
swedish,"Jag har ett problem när jag försöker göra en betalning med kort, kan jag meddela det?",PAYMENT,payment_issue,"g har ett problem när jag försöker göra en betalning med kort, kan jag meddela det?","g har ett problem när jag försöker göra en betalning med kort, kan jag meddela de",,
swedish,Var kan jag se din återbetalningspolicy?,REFUNDS,check_refund_policy,r kan jag se din återbetalningspolicy?,r kan jag se din återbetalningspolic,,
swedish,Jag vill be om information om att få en räkning,INVOICES,get_invoice,g vill be om information om att få en räkning,g vill be om information om att få en räkni,,
swedish,hjälp mig att öppna ett användarkonto,ACCOUNT,create_account,älp mig att öppna ett användarkonto,älp mig att öppna ett användarkon,,
swedish,"Jag är inte nöjd med tjänsten, kan jag lämna in ett konsumentklagomål?",FEEDBACK,complaint,"g är inte nöjd med tjänsten, kan jag lämna in ett konsumentklagomål?","g är inte nöjd med tjänsten, kan jag lämna in ett konsumentklagomå",,
swedish,"Jag har ingen profil, hur kan jag skapa en?",ACCOUNT,create_account,"g har ingen profil, hur kan jag skapa en?","g har ingen profil, hur kan jag skapa e",,
swedish,Kan du visa mig kundservicens e-post?,ORDER,track_order,n du visa mig kundservicens e-post?,n du visa mig kundservicens e-pos,,
swedish,Kan du visa mig kundservicens e-post?,CONTACT,contact_customer_service,n du visa mig kundservicens e-post?,n du visa mig kundservicens e-pos,,
swedish,Är det möjligt att spåra mina order?,ORDER,track_order, det möjligt att spåra mina order?, det möjligt att spåra mina orde,,
swedish,"Jag fick ett fel när jag försökte göra en betalning, men mitt kort debiterades ändå, vad kan jag göra för att rapportera det?",PAYMENT,payment_issue,"g fick ett fel när jag försökte göra en betalning, men mitt kort debiterades ändå, vad kan jag göra för att rapportera det?","g fick ett fel när jag försökte göra en betalning, men mitt kort debiterades ändå, vad kan jag göra för att rapportera de",,
swedish,Jag vill veta hur jag kan veta var mina leveranser är.,ORDER,track_order,g vill veta hur jag kan veta var mina leveranser är.,g vill veta hur jag kan veta var mina leveranser ä,,
swedish,Kan jag lösa problem med att betala?,PAYMENT,payment_issue,n jag lösa problem med att betala?,n jag lösa problem med att betal,,
swedish,"Jag fick ett felmeddelande som jag försökte göra en betalning, men jag blev ändå debiterad, kan du rapportera det?",PAYMENT,payment_issue,"g fick ett felmeddelande som jag försökte göra en betalning, men jag blev ändå debiterad, kan du rapportera det?","g fick ett felmeddelande som jag försökte göra en betalning, men jag blev ändå debiterad, kan du rapportera de",,
swedish,"Jag har ett problem när jag försöker göra en betalning, vad måste jag göra för att meddela det?",PAYMENT,payment_issue,"g har ett problem när jag försöker göra en betalning, vad måste jag göra för att meddela det?","g har ett problem när jag försöker göra en betalning, vad måste jag göra för att meddela de",,
swedish,"Jag vill informera om ett problem att betala, vad kan jag göra?",PAYMENT,payment_issue,"g vill informera om ett problem att betala, vad kan jag göra?","g vill informera om ett problem att betala, vad kan jag gör",,
swedish,Hur pratar jag med en person?,CONTACT,contact_human_agent,r pratar jag med en person?,r pratar jag med en perso,,
swedish,Jag har ändrat mig. Kan du radera mitt användarkonto?,ACCOUNT,delete_account,g har ändrat mig. Kan du radera mitt användarkonto?,g har ändrat mig. Kan du radera mitt användarkont,,
swedish,"Jag fick ett fel när jag försökte betala, men mitt kort blev ändå laddat, hur kan jag meddela det?",PAYMENT,payment_issue,"g fick ett fel när jag försökte betala, men mitt kort blev ändå laddat, hur kan jag meddela det?","g fick ett fel när jag försökte betala, men mitt kort blev ändå laddat, hur kan jag meddela de",,
swedish,Hjälp mig att kolla min död.,ORDER,track_order,älp mig att kolla min död.,älp mig att kolla min dö,,
swedish,"Jag förlorade mina fakturor, kan du visa dem?",INVOICES,check_invoices,"g förlorade mina fakturor, kan du visa dem?","g förlorade mina fakturor, kan du visa de",,
swedish,Kan jag registrera flera jävla online-konton med en enda e-post?,ACCOUNT,create_account,n jag registrera flera jävla online-konton med en enda e-post?,n jag registrera flera jävla online-konton med en enda e-pos,,
swedish,"Snälla, kan du fråga Alexa var jag kan meddela problem att göra en betalning?",PAYMENT,payment_issue,"älla, kan du fråga Alexa var jag kan meddela problem att göra en betalning?","älla, kan du fråga Alexa var jag kan meddela problem att göra en betalnin",,
swedish,"Jag vill ha några fakturor, berätta hur man gör det",INVOICES,get_invoice,"g vill ha några fakturor, berätta hur man gör det","g vill ha några fakturor, berätta hur man gör d",,
swedish,"Jag har ändrat mig, hur gör jag för att ställa in mitt konto?",ACCOUNT,delete_account,"g har ändrat mig, hur gör jag för att ställa in mitt konto?","g har ändrat mig, hur gör jag för att ställa in mitt kont",,
swedish,"Ett fel dyker upp när jag försöker betala, kan du hjälpa mig?",PAYMENT,payment_issue,"t fel dyker upp när jag försöker betala, kan du hjälpa mig?","t fel dyker upp när jag försöker betala, kan du hjälpa mi",,
swedish,hjälpa mig att lösa problem med min betalning,PAYMENT,payment_issue,älpa mig att lösa problem med min betalning,älpa mig att lösa problem med min betalni,,
swedish,Jag vill rapportera ett problem med att betala.,PAYMENT,payment_issue,g vill rapportera ett problem med att betala.,g vill rapportera ett problem med att betal,,
swedish,Säg om jag kan få flera konton,ACCOUNT,create_account,g om jag kan få flera konton,g om jag kan få flera kont,,
swedish,im missnöje med tjänsten och jag vill lämna in ett konsumentklagomål,FEEDBACK,complaint, missnöje med tjänsten och jag vill lämna in ett konsumentklagomål, missnöje med tjänsten och jag vill lämna in ett konsumentklagom,,
swedish,Kan du ge mig information om e-post till kundtjänsten?,CONTACT,contact_customer_service,n du ge mig information om e-post till kundtjänsten?,n du ge mig information om e-post till kundtjänste,,
swedish,Kan du ge mig information om leveranstiden?,DELIVERY,delivery_period,n du ge mig information om leveranstiden?,n du ge mig information om leveranstide,,
swedish,"Jag vill lämna in ett klagomål, vad måste jag göra?",FEEDBACK,complaint,"g vill lämna in ett klagomål, vad måste jag göra?","g vill lämna in ett klagomål, vad måste jag gör",,
swedish,Kan du fråga Alexa hur man pratar med en människa?,CONTACT,contact_human_agent,n du fråga Alexa hur man pratar med en människa?,n du fråga Alexa hur man pratar med en människ,,
swedish,Kan du ge mig information om status för min återbetalning?,REFUNDS,track_refund,n du ge mig information om status för min återbetalning?,n du ge mig information om status för min återbetalnin,,
swedish,"Jag vill få ersättning, vad ska jag göra?",REFUNDS,get_refund,"g vill få ersättning, vad ska jag göra?","g vill få ersättning, vad ska jag gör",,
swedish,kan du fråga Alexa var du kan begära en faktura?,INVOICES,get_invoice,n du fråga Alexa var du kan begära en faktura?,n du fråga Alexa var du kan begära en faktur,,
swedish,hjälpa mig att rapportera betalningsproblem,PAYMENT,payment_issue,älpa mig att rapportera betalningsproblem,älpa mig att rapportera betalningsprobl,,
swedish,Kan du fråga Alexa hur jag kan prenumerera på nyhetsbrevet?,NEWSLETTER,newsletter_subscription,n du fråga Alexa hur jag kan prenumerera på nyhetsbrevet?,n du fråga Alexa hur jag kan prenumerera på nyhetsbreve,,
swedish,"Jag har ett problem att betala, vad måste jag göra?",PAYMENT,payment_issue,"g har ett problem att betala, vad måste jag göra?","g har ett problem att betala, vad måste jag gör",,
swedish,"Jag vill kolla återbetalningspolicyn, vad kan jag göra?",REFUNDS,check_refund_policy,"g vill kolla återbetalningspolicyn, vad kan jag göra?","g vill kolla återbetalningspolicyn, vad kan jag gör",,
swedish,"Jag köpte en vara, hjälpa mig att ändra min beställning",ORDER,change_order,"g köpte en vara, hjälpa mig att ändra min beställning","g köpte en vara, hjälpa mig att ändra min beställni",,
swedish,Hur kontaktar jag en människa?,CONTACT,contact_human_agent,r kontaktar jag en människa?,r kontaktar jag en människ,,
swedish,"Kan du fråga Alexa hur man meddelar problem betala, tack?",PAYMENT,payment_issue,"n du fråga Alexa hur man meddelar problem betala, tack?","n du fråga Alexa hur man meddelar problem betala, tac",,
swedish,"Jag vill lösa ett problem att göra en betalning, vad ska jag göra?",PAYMENT,payment_issue,"g vill lösa ett problem att göra en betalning, vad ska jag göra?","g vill lösa ett problem att göra en betalning, vad ska jag gör",,
swedish,Jag vill veta om jag kan registrera mer än en profil med en enda e-postadress,ACCOUNT,create_account,g vill veta om jag kan registrera mer än en profil med en enda e-postadress,g vill veta om jag kan registrera mer än en profil med en enda e-postadre,,
swedish,"Jag har inget konto, kan du skapa ett?",ACCOUNT,create_account,"g har inget konto, kan du skapa ett?","g har inget konto, kan du skapa et",,
swedish,"Jag köpte något, vad kan jag göra för att ändra min beställning?",ORDER,change_order,"g köpte något, vad kan jag göra för att ändra min beställning?","g köpte något, vad kan jag göra för att ändra min beställnin",,
swedish,Kan du be Alexa att lösa ett jävla betalningsproblem?,PAYMENT,payment_issue,n du be Alexa att lösa ett jävla betalningsproblem?,n du be Alexa att lösa ett jävla betalningsproble,,
swedish,"Jag har ett problem när jag försöker betala för min beställning, rapportera det",PAYMENT,payment_issue,"g har ett problem när jag försöker betala för min beställning, rapportera det","g har ett problem när jag försöker betala för min beställning, rapportera d",,
swedish,Kan du be Alexa hämta mitt lösenord?,ACCOUNT,recover_password,n du be Alexa hämta mitt lösenord?,n du be Alexa hämta mitt lösenor,,
swedish,Kan du visa mig telefonnumret för att kontakta kundsupport?,CONTACT,contact_customer_service,n du visa mig telefonnumret för att kontakta kundsupport?,n du visa mig telefonnumret för att kontakta kundsuppor,,
swedish,"showen sköts upp, vad måste jag göra för att få ersättning?",REFUNDS,get_refund,"owen sköts upp, vad måste jag göra för att få ersättning?","owen sköts upp, vad måste jag göra för att få ersättnin",,
swedish,Fråga Alexa om jag kan se statusen för min återbetalning,REFUNDS,track_refund,åga Alexa om jag kan se statusen för min återbetalning,åga Alexa om jag kan se statusen för min återbetalni,,
swedish,Jag har en fråga. Jag behöver hjälp med att ringa kundtjänsten.,CONTACT,contact_customer_service,g har en fråga. Jag behöver hjälp med att ringa kundtjänsten.,g har en fråga. Jag behöver hjälp med att ringa kundtjänste,,
swedish,Hur snabbt kan jag förvänta mig att min biljett kommer?,DELIVERY,delivery_period,r snabbt kan jag förvänta mig att min biljett kommer?,r snabbt kan jag förvänta mig att min biljett komme,,
swedish,"Jag har inget online-konto, vad måste jag göra för att registrera mig?",ACCOUNT,create_account,"g har inget online-konto, vad måste jag göra för att registrera mig?","g har inget online-konto, vad måste jag göra för att registrera mi",,
swedish,"Jag förstår mig inte på dig, kontakta en människa, snälla.",CONTACT,contact_human_agent,"g förstår mig inte på dig, kontakta en människa, snälla.","g förstår mig inte på dig, kontakta en människa, snäll",,
swedish,"Jag får ett fel när jag försöker göra en betalning för min online order, kan du hjälpa mig?",PAYMENT,payment_issue,"g får ett fel när jag försöker göra en betalning för min online order, kan du hjälpa mig?","g får ett fel när jag försöker göra en betalning för min online order, kan du hjälpa mi",,
swedish,"Jag fick inte min räkning, vad ska jag göra för att kolla den?",INVOICES,check_invoices,"g fick inte min räkning, vad ska jag göra för att kolla den?","g fick inte min räkning, vad ska jag göra för att kolla de",,
swedish,hur du ser på alternativen för biljettleverans,DELIVERY,delivery_options,r du ser på alternativen för biljettleverans,r du ser på alternativen för biljettlevera,,
swedish,"Jag har en fråga, jag behöver hjälp att kontakta kundtjänst",CONTACT,contact_customer_service,"g har en fråga, jag behöver hjälp att kontakta kundtjänst","g har en fråga, jag behöver hjälp att kontakta kundtjän",,
swedish,Säg om jag kan ändra min beställning.,ORDER,change_order,g om jag kan ändra min beställning.,g om jag kan ändra min beställnin,,
swedish,fråga Alexa vad e-postadressen för att kontakta kundtjänst är,CONTACT,contact_customer_service,åga Alexa vad e-postadressen för att kontakta kundtjänst är,åga Alexa vad e-postadressen för att kontakta kundtjänst ,,
swedish,Jag har inget användarkonto och jag vill öppna ett,ACCOUNT,create_account,g har inget användarkonto och jag vill öppna ett,g har inget användarkonto och jag vill öppna e,,
swedish,"Jag fick ett fel när jag försökte göra en betalning, men jag blev ändå debiterad, kan du informera om det?",PAYMENT,payment_issue,"g fick ett fel när jag försökte göra en betalning, men jag blev ändå debiterad, kan du informera om det?","g fick ett fel när jag försökte göra en betalning, men jag blev ändå debiterad, kan du informera om de",,
swedish,"Jag har inget användarkonto, vad kan jag göra för att skapa ett?",ACCOUNT,create_account,"g har inget användarkonto, vad kan jag göra för att skapa ett?","g har inget användarkonto, vad kan jag göra för att skapa et",,
swedish,Hur kan jag byta till ett annat användarkonto?,ACCOUNT,switch_account,r kan jag byta till ett annat användarkonto?,r kan jag byta till ett annat användarkont,,
swedish,Jag behöver hjälp med att lämna ett yttrande.,FEEDBACK,review,g behöver hjälp med att lämna ett yttrande.,g behöver hjälp med att lämna ett yttrand,,
swedish,"Jag vill informera om ett betalningsproblem, kan du hjälpa mig?",PAYMENT,payment_issue,"g vill informera om ett betalningsproblem, kan du hjälpa mig?","g vill informera om ett betalningsproblem, kan du hjälpa mi",,
swedish,"vänligen, Jag vill be om information om att begära en faktura",INVOICES,get_invoice,"nligen, Jag vill be om information om att begära en faktura","nligen, Jag vill be om information om att begära en faktu",,
swedish,"Jag har ingen betalningsbekräftelse, vad måste jag göra?",PAYMENT,payment_issue,"g har ingen betalningsbekräftelse, vad måste jag göra?","g har ingen betalningsbekräftelse, vad måste jag gör",,
swedish,"Jag har inget online-konto, jag behöver hjälp att skapa ett",ACCOUNT,create_account,"g har inget online-konto, jag behöver hjälp att skapa ett","g har inget online-konto, jag behöver hjälp att skapa e",,
swedish,kan du fråga Alexa var du kan anmäla problem att göra en betalning?,PAYMENT,payment_issue,n du fråga Alexa var du kan anmäla problem att göra en betalning?,n du fråga Alexa var du kan anmäla problem att göra en betalnin,,
swedish,"Snälla, kan du berätta hur jag kan kolla mina leveranser?",ORDER,track_order,"älla, kan du berätta hur jag kan kolla mina leveranser?","älla, kan du berätta hur jag kan kolla mina leveranse",,
swedish,"Jag köpte något, kan jag ändra min beställning?",ORDER,change_order,"g köpte något, kan jag ändra min beställning?","g köpte något, kan jag ändra min beställnin",,
swedish,"Jag vill ha ett användarkonto, hur kan jag skapa ett?",ACCOUNT,create_account,"g vill ha ett användarkonto, hur kan jag skapa ett?","g vill ha ett användarkonto, hur kan jag skapa et",,
swedish,"Jag fick ett felmeddelande när jag försökte betala, men mitt kort laddades ändå, vad kan jag göra för att rapportera det?",PAYMENT,payment_issue,"g fick ett felmeddelande när jag försökte betala, men mitt kort laddades ändå, vad kan jag göra för att rapportera det?","g fick ett felmeddelande när jag försökte betala, men mitt kort laddades ändå, vad kan jag göra för att rapportera de",,
swedish,Vad är e-postadressen för att kontakta kundtjänst?,CONTACT,contact_customer_service,d är e-postadressen för att kontakta kundtjänst?,d är e-postadressen för att kontakta kundtjäns,,
swedish,"Jag har ett problem när jag försöker betala för min online order, kan jag informera om det?",PAYMENT,payment_issue,"g har ett problem när jag försöker betala för min online order, kan jag informera om det?","g har ett problem när jag försöker betala för min online order, kan jag informera om de",,
swedish,"Jag har problem med att betala med kort, hjälp mig att rapportera det",PAYMENT,payment_issue,"g har problem med att betala med kort, hjälp mig att rapportera det","g har problem med att betala med kort, hjälp mig att rapportera d",,
swedish,Jag behöver hjälp med att skicka ett e-postmeddelande till kundsupport,CONTACT,contact_customer_service,g behöver hjälp med att skicka ett e-postmeddelande till kundsupport,g behöver hjälp med att skicka ett e-postmeddelande till kundsuppo,,
swedish,Jag vill veta om jag kan registrera mer än en profil med samma e-postadress,ACCOUNT,create_account,g vill veta om jag kan registrera mer än en profil med samma e-postadress,g vill veta om jag kan registrera mer än en profil med samma e-postadre,,
swedish,Berätta vad det fria numret för att kontakta Client Service är,CONTACT,contact_customer_service,rätta vad det fria numret för att kontakta Client Service är,rätta vad det fria numret för att kontakta Client Service ,,
swedish,Jag hittade problem när jag registrerade mig,ACCOUNT,registration_problems,g hittade problem när jag registrerade mig,g hittade problem när jag registrerade m,,
swedish,Fråga Alexa om jag kan ta hand om mina leveranser.,ORDER,track_order,åga Alexa om jag kan ta hand om mina leveranser.,åga Alexa om jag kan ta hand om mina leveranse,,
swedish,"Jag förlorade mitt lösenord, hur kan jag återställa det?",ACCOUNT,recover_password,"g förlorade mitt lösenord, hur kan jag återställa det?","g förlorade mitt lösenord, hur kan jag återställa de",,
swedish,Kan du berätta för mig vilken e-post kundsupport?,CONTACT,contact_customer_service,n du berätta för mig vilken e-post kundsupport?,n du berätta för mig vilken e-post kundsuppor,,
swedish,"Jag fick ett fel när jag försökte göra en betalning, men mitt kort blev laddat ändå, kan du hjälpa mig?",PAYMENT,payment_issue,"g fick ett fel när jag försökte göra en betalning, men mitt kort blev laddat ändå, kan du hjälpa mig?","g fick ett fel när jag försökte göra en betalning, men mitt kort blev laddat ändå, kan du hjälpa mi",,
swedish,kan du fråga Alexa hur du uppdaterar min profil?,ACCOUNT,edit_account,n du fråga Alexa hur du uppdaterar min profil?,n du fråga Alexa hur du uppdaterar min profi,,
swedish,"Jag har inget användarkonto, vad kan jag göra?",ACCOUNT,create_account,"g har inget användarkonto, vad kan jag göra?","g har inget användarkonto, vad kan jag gör",,
swedish,Hur kan jag skriva en åsikt för en tjänst?,FEEDBACK,review,r kan jag skriva en åsikt för en tjänst?,r kan jag skriva en åsikt för en tjäns,,
swedish,"showen sköts upp, hur begär jag återbetalning?",REFUNDS,get_refund,"owen sköts upp, hur begär jag återbetalning?","owen sköts upp, hur begär jag återbetalnin",,
swedish,be Alexa informera om jävla problem att betala,PAYMENT,payment_issue, Alexa informera om jävla problem att betala, Alexa informera om jävla problem att beta,,
swedish,"Jag vill skapa en profil, vad kan jag göra?",ACCOUNT,create_account,"g vill skapa en profil, vad kan jag göra?","g vill skapa en profil, vad kan jag gör",,
swedish,Jag vill ha information om att ändra min beställning,ORDER,change_order,g vill ha information om att ändra min beställning,g vill ha information om att ändra min beställni,,
swedish,Jag har ett problem att betala med kort och jag vill rapportera det,PAYMENT,payment_issue,g har ett problem att betala med kort och jag vill rapportera det,g har ett problem att betala med kort och jag vill rapportera d,,
swedish,Berätta var jag kan se en faktura,INVOICES,get_invoice,rätta var jag kan se en faktura,rätta var jag kan se en faktu,,
swedish,Hur kan jag anmäla ett problem med min betalning?,PAYMENT,payment_issue,r kan jag anmäla ett problem med min betalning?,r kan jag anmäla ett problem med min betalnin,,
swedish,Jag vill veta hur man ser en bilo,INVOICES,get_invoice,g vill veta hur man ser en bilo,g vill veta hur man ser en bi,,
swedish,"Jag vill kolla mina fakturor, vad måste jag göra?",INVOICES,check_invoices,"g vill kolla mina fakturor, vad måste jag göra?","g vill kolla mina fakturor, vad måste jag gör",,
swedish,Jag vill lösa ett problem som betalar,PAYMENT,payment_issue,g vill lösa ett problem som betalar,g vill lösa ett problem som betal,,
swedish,Jag vill göra ändringar i min adress,SHIPPING,change_shipping_address,g vill göra ändringar i min adress,g vill göra ändringar i min adre,,
swedish,Jag vill se avregistreringsstraffen.,CANCELLATION_FEE,check_cancellation_fee,g vill se avregistreringsstraffen.,g vill se avregistreringsstraffe,,
swedish,Kan du fråga Alexa om jag får se tsats på mitt jävla köp?,ORDER,track_order,n du fråga Alexa om jag får se tsats på mitt jävla köp?,n du fråga Alexa om jag får se tsats på mitt jävla kö,,
swedish,"Jag har svårt att betala, vad måste jag göra för att rapportera det?",PAYMENT,payment_issue,"g har svårt att betala, vad måste jag göra för att rapportera det?","g har svårt att betala, vad måste jag göra för att rapportera de",,
swedish,"Jag har inget användarkonto, kan du skapa ett?",ACCOUNT,create_account,"g har inget användarkonto, kan du skapa ett?","g har inget användarkonto, kan du skapa et",,
swedish,Jag har en fråga och jag vill tala med Client Service,CONTACT,contact_customer_service,g har en fråga och jag vill tala med Client Service,g har en fråga och jag vill tala med Client Servi,,
swedish,"Jag vill ha ro återställa mitt konto lösenord, vad måste jag göra?",ACCOUNT,recover_password,"g vill ha ro återställa mitt konto lösenord, vad måste jag göra?","g vill ha ro återställa mitt konto lösenord, vad måste jag gör",,
swedish,Jag har en fråga och jag vill prata med kundsupport,CONTACT,contact_customer_service,g har en fråga och jag vill prata med kundsupport,g har en fråga och jag vill prata med kundsuppo,,
swedish,"Jag glömde mitt lösenord, hämta det, tack.",ACCOUNT,recover_password,"g glömde mitt lösenord, hämta det, tack.","g glömde mitt lösenord, hämta det, tac",,
swedish,Jag behöver hjälp att prata med en mänsklig agent.,CONTACT,contact_human_agent,g behöver hjälp att prata med en mänsklig agent.,g behöver hjälp att prata med en mänsklig agen,,
swedish,Jag vill ringa Client Service.,CONTACT,contact_customer_service,g vill ringa Client Service.,g vill ringa Client Servic,,
swedish,"Jag fick ett fel när jag försökte betala, men jag blev ändå åtalad, kan jag anmäla det?",PAYMENT,payment_issue,"g fick ett fel när jag försökte betala, men jag blev ändå åtalad, kan jag anmäla det?","g fick ett fel när jag försökte betala, men jag blev ändå åtalad, kan jag anmäla de",,
swedish,Jag är nöjd med tjänsten och jag vill lämna en åsikt,FEEDBACK,review,g är nöjd med tjänsten och jag vill lämna en åsikt,g är nöjd med tjänsten och jag vill lämna en åsi,,
swedish,"Mitt användarkonto hackades, hjälp mig att få tillbaka det",ACCOUNT,recover_password,"tt användarkonto hackades, hjälp mig att få tillbaka det","tt användarkonto hackades, hjälp mig att få tillbaka d",,
swedish,Kan jag spåra min beställning?,ORDER,track_order,n jag spåra min beställning?,n jag spåra min beställnin,,
swedish,"spelet ställdes in, få en återbetalning",REFUNDS,get_refund,"elet ställdes in, få en återbetalning","elet ställdes in, få en återbetalni",,
swedish,fråga Alexa hur jag kan rapportera ett betalningsproblem,PAYMENT,payment_issue,åga Alexa hur jag kan rapportera ett betalningsproblem,åga Alexa hur jag kan rapportera ett betalningsprobl,,
swedish,händelsen sköts upp och jag vill få en återbetalning,REFUNDS,get_refund,ndelsen sköts upp och jag vill få en återbetalning,ndelsen sköts upp och jag vill få en återbetalni,,
swedish,"Jag behöver information, hur kan jag skicka ett e-postmeddelande till kundtjänst?",CONTACT,contact_customer_service,"g behöver information, hur kan jag skicka ett e-postmeddelande till kundtjänst?","g behöver information, hur kan jag skicka ett e-postmeddelande till kundtjäns",,
swedish,Hur kan jag klaga?,FEEDBACK,complaint,r kan jag klaga?,r kan jag klag,,
swedish,"Jag har inget onlinekonto, vad kan jag göra för att registrera mig?",ACCOUNT,create_account,"g har inget onlinekonto, vad kan jag göra för att registrera mig?","g har inget onlinekonto, vad kan jag göra för att registrera mi",,
swedish,Jag vill veta hur snart jag kan förvänta mig att min biljett kommer.,DELIVERY,delivery_period,g vill veta hur snart jag kan förvänta mig att min biljett kommer.,g vill veta hur snart jag kan förvänta mig att min biljett komme,,
swedish,"Jag vill meddela ett problem att betala, kan du hjälpa mig?",PAYMENT,payment_issue,"g vill meddela ett problem att betala, kan du hjälpa mig?","g vill meddela ett problem att betala, kan du hjälpa mi",,
swedish,Jag vill ha information om leveranstiden för min biljett,DELIVERY,delivery_period,g vill ha information om leveranstiden för min biljett,g vill ha information om leveranstiden för min bilje,,
swedish,"Jag vill inte ha mitt användarkonto, vad ska jag göra för att radera det?",ACCOUNT,delete_account,"g vill inte ha mitt användarkonto, vad ska jag göra för att radera det?","g vill inte ha mitt användarkonto, vad ska jag göra för att radera de",,
swedish,"Jag förlorade mitt kontolösenord, kan du återställa det?",ACCOUNT,recover_password,"g förlorade mitt kontolösenord, kan du återställa det?","g förlorade mitt kontolösenord, kan du återställa de",,
